Order ID,Order Date,ProductID,Quantity Ordered,customer_id,time_id
188101,2019-04-01 09:32:00,23,1,38,66
192261,2019-04-01 09:35:00,82,1,3,67
248153,2019-04-01 09:39:00,67,1,31,68
248154,2019-04-01 09:39:00,68,1,16,69
177739,2019-04-01 09:39:00,71,1,86,70
182763,2019-04-01 09:43:00,45,1,35,71
189144,2019-04-01 09:43:00,5,1,68,72
182639,2019-04-01 09:43:00,46,1,52,73
189504,2019-04-01 09:46:00,57,1,54,74
179454,2019-04-01 09:48:00,80,1,29,75
185223,2019-04-01 09:52:00,34,1,8,76
185279,2019-04-01 09:52:00,96,1,25,77
187068,2019-04-01 09:56:00,61,1,80,78
181734,2019-04-01 09:56:00,30,1,19,79
185601,2019-04-01 09:58:00,65,1,98,80
185606,2019-04-01 09:59:00,94,1,88,81
189474,2019-04-01 10:00:00,71,1,15,82
186785,2019-04-01 10:00:00,45,1,78,83
189314,2019-04-01 10:02:00,4,1,83,84
188230,2019-04-01 10:05:00,35,1,54,85
190973,2019-04-01 10:08:00,12,1,72,86
178217,2019-04-01 10:09:00,93,5,3,87
189489,2019-04-01 10:12:00,43,1,52,88
177868,2019-04-01 10:17:00,42,1,4,89
248155,2019-04-01 10:17:00,24,1,69,90
248156,2019-04-01 10:17:00,15,1,7,91
185041,2019-04-01 10:18:00,31,1,26,92
188618,2019-04-01 10:18:00,47,1,7,93
177554,2019-04-01 10:21:00,17,1,20,94
180356,2019-04-01 10:22:00,96,1,67,95
190846,2019-04-01 10:23:00,65,1,81,96
189674,2019-04-01 10:23:00,87,2,72,97
177316,2019-04-01 10:25:00,33,1,63,98
193252,2019-04-01 10:26:00,18,1,24,99
187689,2019-04-01 10:27:00,43,1,13,100
248157,2019-04-01 10:31:00,34,1,100,101
248158,2019-04-01 10:31:00,63,1,51,102
184559,2019-04-01 10:34:00,25,1,98,103
184275,2019-04-01 10:34:00,27,1,88,104
183505,2019-04-01 10:35:00,31,1,49,105
248159,2019-04-01 10:36:00,25,1,25,106
193619,2019-04-01 10:36:00,37,1,6,107
188522,2019-04-01 10:36:00,24,1,15,108
248160,2019-04-01 10:36:00,25,1,48,109
181183,2019-04-01 10:39:00,90,2,59,110
183899,2019-04-01 10:40:00,100,1,33,111
186439,2019-04-01 10:41:00,87,1,7,112
181718,2019-04-01 10:42:00,75,1,42,113
189887,2019-04-01 10:43:00,99,2,49,114
185962,2019-04-01 10:48:00,12,1,91,115
182408,2019-04-01 10:48:00,63,1,93,116
180517,2019-04-01 10:48:00,84,1,33,117
188365,2019-04-01 10:51:00,94,1,1,118
188515,2019-04-01 10:51:00,3,1,61,119
177881,2019-04-01 10:52:00,98,1,92,120
176722,2019-04-01 10:57:00,63,1,37,121
193989,2019-04-01 10:57:00,19,2,78,122
191809,2019-04-01 10:57:00,96,1,61,123
177513,2019-04-01 11:00:00,46,1,41,124
186696,2019-04-01 11:01:00,84,1,53,125
186047,2019-04-01 11:04:00,30,2,16,126
189776,2019-04-01 11:04:00,73,1,33,127
180818,2019-04-01 11:05:00,42,1,13,128
179717,2019-04-01 11:09:00,37,1,6,129
189210,2019-04-01 11:11:00,57,1,55,130
191691,2019-04-01 11:17:00,92,1,95,131
177611,2019-04-01 11:19:00,71,1,11,132
178104,2019-04-01 11:20:00,92,1,52,133
189793,2019-04-01 11:20:00,19,1,67,134
186159,2019-04-01 11:21:00,84,1,42,135
182801,2019-04-01 11:21:00,4,1,56,136
182520,2019-04-01 11:24:00,37,2,7,137
181965,2019-04-01 11:25:00,12,2,65,138
191161,2019-04-01 11:26:00,24,3,52,139
185581,2019-04-01 11:28:00,28,1,8,140
178175,2019-04-01 11:28:00,28,1,90,141
181903,2019-04-01 11:28:00,52,2,4,142
176981,2019-04-01 11:29:00,21,1,58,143
192349,2019-04-01 11:29:00,45,1,92,144
193698,2019-04-01 11:30:00,84,1,71,145
190434,2019-04-01 11:30:00,88,1,35,146
193611,2019-04-01 11:30:00,100,1,56,147
190624,2019-04-01 11:36:00,95,1,9,148
177176,2019-04-01 11:36:00,42,1,72,149
193679,2019-04-01 11:37:00,37,1,42,150
190878,2019-04-01 11:38:00,62,1,56,151
181423,2019-04-01 11:42:00,36,1,33,152
181915,2019-04-01 11:42:00,64,1,80,153
182214,2019-04-01 11:43:00,55,1,36,154
193641,2019-04-01 11:46:00,89,1,39,155
248161,2019-04-01 11:49:00,59,1,98,156
248162,2019-04-01 11:49:00,83,1,58,157
193201,2019-04-01 11:50:00,90,1,38,158
176677,2019-04-01 11:50:00,64,1,44,159
189487,2019-04-01 11:50:00,53,1,33,160
187787,2019-04-01 11:52:00,54,1,13,161
182939,2019-04-01 11:53:00,17,1,20,162
191865,2019-04-01 11:58:00,100,1,86,163
181761,2019-04-01 11:58:00,46,2,57,164
180015,2019-04-01 11:59:00,76,1,63,165
30308,2019-04-01 12:00:00,101,1,61,166
183225,2019-04-01 12:02:00,10,1,12,167
181666,2019-04-01 12:05:00,76,1,18,168
191850,2019-04-01 12:06:00,83,1,88,169
188166,2019-04-01 12:06:00,54,1,62,170
179762,2019-04-01 12:12:00,68,1,82,171
193015,2019-04-01 12:13:00,68,1,29,172
179337,2019-04-01 12:15:00,101,1,77,173
191245,2019-04-01 12:18:00,22,1,15,174
184190,2019-04-01 12:21:00,19,1,96,175
190874,2019-04-01 12:21:00,74,2,70,176
181491,2019-04-01 12:23:00,41,1,56,177
190187,2019-04-01 12:24:00,87,1,33,178
179582,2019-04-01 12:24:00,12,1,62,179
181824,2019-04-01 12:30:00,41,1,80,180
184718,2019-04-01 12:30:00,45,3,54,181
180171,2019-04-01 12:31:00,9,1,95,182
183110,2019-04-01 12:31:00,33,1,65,183
248163,2019-04-01 12:32:00,70,1,80,184
248164,2019-04-01 12:32:00,95,1,53,185
193409,2019-04-01 12:32:00,12,1,11,186
193991,2019-04-01 12:33:00,38,1,42,187
191385,2019-04-01 12:34:00,78,1,91,188
190362,2019-04-01 12:35:00,92,1,80,189
180621,2019-04-01 12:37:00,88,1,99,190
177937,2019-04-01 12:39:00,1,1,81,191
184701,2019-04-01 12:42:00,64,2,45,192
187745,2019-04-01 12:42:00,89,1,90,193
192957,2019-04-01 12:45:00,23,1,51,194
185859,2019-04-01 12:45:00,34,1,18,195
182101,2019-04-01 12:45:00,58,1,37,196
185530,2019-04-01 12:47:00,67,1,4,197
189686,2019-04-01 12:50:00,11,1,42,198
180192,2019-04-01 12:55:00,46,1,69,199
179192,2019-04-01 12:57:00,64,3,65,200
176887,2019-04-01 12:59:00,93,1,26,201
184381,2019-04-01 13:01:00,64,1,26,202
191618,2019-04-01 13:01:00,49,1,78,203
248165,2019-04-01 13:02:00,29,1,18,204
248166,2019-04-01 13:02:00,90,1,51,205
248167,2019-04-01 13:03:00,40,1,99,206
248168,2019-04-01 13:03:00,53,1,81,207
180862,2019-04-01 13:06:00,15,1,54,208
191146,2019-04-01 13:10:00,80,1,4,209
188241,2019-04-01 13:10:00,42,3,28,210
182404,2019-04-01 13:10:00,54,1,40,211
190939,2019-04-01 13:11:00,84,1,35,212
177072,2019-04-01 13:11:00,87,1,9,213
178384,2019-04-01 13:12:00,26,2,84,214
191020,2019-04-01 13:13:00,10,1,69,215
248169,2019-04-01 13:13:00,19,1,98,216
248170,2019-04-01 13:13:00,40,1,5,217
248171,2019-04-01 13:13:00,55,1,91,218
181017,2019-04-01 13:14:00,53,1,67,219
181304,2019-04-01 13:14:00,34,1,15,220
183748,2019-04-01 13:16:00,58,2,33,221
182967,2019-04-01 13:18:00,72,1,87,222
193541,2019-04-01 13:19:00,51,2,11,223
192070,2019-04-01 13:19:00,70,1,39,224
182875,2019-04-01 13:22:00,8,1,30,225
181731,2019-04-01 13:22:00,11,1,38,226
183521,2019-04-01 13:22:00,88,1,13,227
182124,2019-04-01 13:24:00,82,1,35,228
194002,2019-04-01 13:26:00,95,1,97,229
177235,2019-04-01 13:27:00,14,2,69,230
189685,2019-04-01 13:28:00,71,1,66,231
187028,2019-04-01 13:31:00,28,2,36,232
192161,2019-04-01 13:32:00,90,1,8,233
183699,2019-04-01 13:33:00,72,1,95,234
190830,2019-04-01 13:35:00,24,1,79,235
189979,2019-04-01 13:35:00,48,1,87,236
177516,2019-04-01 13:35:00,21,1,31,237
190162,2019-04-01 13:37:00,62,1,56,238
184560,2019-04-01 13:38:00,11,1,38,239
178621,2019-04-01 13:43:00,68,1,87,240
183820,2019-04-01 13:44:00,64,1,56,241
183384,2019-04-01 13:45:00,88,1,83,242
187148,2019-04-01 13:47:00,14,2,12,243
184303,2019-04-01 13:47:00,43,1,75,244
190157,2019-04-01 13:48:00,30,1,15,245
179714,2019-04-01 13:48:00,91,1,93,246
193633,2019-04-01 13:51:00,41,1,95,247
180843,2019-04-01 13:51:00,60,3,57,248
192708,2019-04-01 13:51:00,69,1,97,249
192532,2019-04-01 13:54:00,16,1,77,250
192575,2019-04-01 13:57:00,94,1,56,251
184048,2019-04-01 13:59:00,31,1,33,252
181447,2019-04-01 14:00:00,77,1,82,253
178642,2019-04-01 14:02:00,42,1,70,254
180949,2019-04-01 14:04:00,85,1,81,255
181396,2019-04-01 14:05:00,80,1,68,256
193227,2019-04-01 14:05:00,45,1,81,257
189677,2019-04-01 14:06:00,27,1,48,258
179406,2019-04-01 14:06:00,36,1,40,259
248172,2019-04-01 14:07:00,21,1,59,260
248173,2019-04-01 14:07:00,97,1,2,261
182121,2019-04-01 14:07:00,41,1,32,262
188539,2019-04-01 14:08:00,56,1,52,263
188768,2019-04-01 14:09:00,40,1,32,264
179926,2019-04-01 14:10:00,99,1,57,265
187297,2019-04-01 14:15:00,60,1,26,266
188797,2019-04-01 14:17:00,51,1,76,267
191558,2019-04-01 14:19:00,88,1,9,268
185157,2019-04-01 14:21:00,13,1,38,269
178863,2019-04-01 14:21:00,37,1,18,270
187443,2019-04-01 14:25:00,53,1,17,271
184027,2019-04-01 14:28:00,99,1,36,272
185656,2019-04-01 14:29:00,39,1,61,273
184482,2019-04-01 14:35:00,56,1,13,274
185353,2019-04-01 14:36:00,83,2,2,275
179206,2019-04-01 14:39:00,88,1,84,276
193281,2019-04-01 14:49:00,90,1,98,277
193366,2019-04-01 14:51:00,59,1,62,278
183101,2019-04-01 14:53:00,55,1,83,279
190163,2019-04-01 14:53:00,87,1,93,280
185253,2019-04-01 14:55:00,97,1,45,281
178239,2019-04-01 14:57:00,76,1,20,282
192035,2019-04-01 14:57:00,75,1,31,283
182256,2019-04-01 14:58:00,13,1,100,284
179585,2019-04-01 14:59:00,89,1,36,285
179331,2019-04-01 15:08:00,1,1,69,286
191936,2019-04-01 15:10:00,66,1,52,287
187826,2019-04-01 15:10:00,58,1,78,288
191581,2019-04-01 15:11:00,15,1,61,289
180023,2019-04-01 15:16:00,61,3,72,290
192413,2019-04-01 15:18:00,93,1,48,291
180287,2019-04-01 15:21:00,97,1,23,292
185468,2019-04-01 15:22:00,94,1,40,293
188424,2019-04-01 15:23:00,96,3,57,294
184481,2019-04-01 15:27:00,12,2,74,295
187186,2019-04-01 15:29:00,4,1,94,296
190715,2019-04-01 15:29:00,46,1,80,297
190107,2019-04-01 15:33:00,94,1,41,298
190118,2019-04-01 15:33:00,88,1,19,299
184967,2019-04-01 15:34:00,49,1,97,300
190946,2019-04-01 15:38:00,73,1,61,301
183864,2019-04-01 15:39:00,67,1,95,302
193289,2019-04-01 15:50:00,95,1,38,303
248174,2019-04-01 15:50:00,9,1,13,304
248175,2019-04-01 15:50:00,65,1,8,305
176914,2019-04-01 15:54:00,1,1,40,306
248176,2019-04-01 15:55:00,15,2,23,307
248177,2019-04-01 15:55:00,73,2,82,308
189955,2019-04-01 15:55:00,98,1,28,309
186931,2019-04-01 15:59:00,54,2,57,310
177073,2019-04-01 15:59:00,2,3,10,311
179029,2019-04-01 16:01:00,67,1,51,312
181642,2019-04-01 16:02:00,7,4,20,313
189668,2019-04-01 16:03:00,52,1,20,314
191236,2019-04-01 16:03:00,69,1,35,315
182641,2019-04-01 16:05:00,44,1,3,316
188594,2019-04-01 16:05:00,10,1,48,317
178126,2019-04-01 16:09:00,55,1,83,318
182814,2019-04-01 16:09:00,10,1,21,319
191445,2019-04-01 16:11:00,97,1,14,320
182644,2019-04-01 16:13:00,29,1,42,321
179748,2019-04-01 16:14:00,68,1,1,322
177671,2019-04-01 16:14:00,22,1,9,323
193206,2019-04-01 16:14:00,81,1,20,324
187572,2019-04-01 16:15:00,31,1,98,325
181133,2019-04-01 16:16:00,51,1,1,326
188468,2019-04-01 16:17:00,31,1,43,327
186974,2019-04-01 16:23:00,2,1,59,328
248178,2019-04-01 16:29:00,27,2,12,329
248179,2019-04-01 16:29:00,54,1,60,330
181215,2019-04-01 16:32:00,96,1,22,331
190361,2019-04-01 16:35:00,62,1,80,332
183789,2019-04-01 16:35:00,47,1,98,333
193260,2019-04-01 16:37:00,19,1,22,334
192565,2019-04-01 16:37:00,97,1,68,335
179899,2019-04-01 16:40:00,18,1,6,336
188674,2019-04-01 16:41:00,32,1,52,337
185769,2019-04-01 16:47:00,36,2,49,338
184452,2019-04-01 16:48:00,99,1,8,339
190282,2019-04-01 16:48:00,15,1,100,340
248180,2019-04-01 16:49:00,48,1,64,341
193699,2019-04-01 16:49:00,19,1,87,342
248181,2019-04-01 16:49:00,101,1,56,343
188473,2019-04-01 16:52:00,65,1,87,344
180105,2019-04-01 17:02:00,50,1,44,345
185121,2019-04-01 17:02:00,42,1,99,346
248182,2019-04-01 17:07:00,66,1,8,347
248183,2019-04-01 17:07:00,23,1,63,348
186264,2019-04-01 17:08:00,44,1,84,349
177106,2019-04-01 17:10:00,49,1,25,350
188854,2019-04-01 17:11:00,33,1,97,351
185031,2019-04-01 17:14:00,6,1,62,352
184639,2019-04-01 17:15:00,10,1,97,353
192602,2019-04-01 17:18:00,1,1,11,354
179579,2019-04-01 17:18:00,100,1,95,355
185500,2019-04-01 17:22:00,14,1,72,356
187224,2019-04-01 17:24:00,38,1,31,357
186322,2019-04-01 17:27:00,19,1,28,358
190760,2019-04-01 17:29:00,97,1,24,359
184403,2019-04-01 17:29:00,70,1,58,360
179305,2019-04-01 17:29:00,35,2,63,361
179110,2019-04-01 17:30:00,69,1,70,362
179504,2019-04-01 17:31:00,86,1,23,363
184882,2019-04-01 17:32:00,79,1,59,364
180385,2019-04-01 17:32:00,32,1,51,365
187506,2019-04-01 17:33:00,23,2,84,366
192633,2019-04-01 17:34:00,41,1,75,367
185303,2019-04-01 17:34:00,77,1,12,368
177658,2019-04-01 17:35:00,80,1,73,369
185677,2019-04-01 17:37:00,48,1,61,370
182292,2019-04-01 17:41:00,98,2,72,371
187641,2019-04-01 17:42:00,66,1,2,372
191050,2019-04-01 17:43:00,43,1,71,373
181360,2019-04-01 17:43:00,32,1,68,374
180088,2019-04-01 17:45:00,2,1,64,375
193064,2019-04-01 17:46:00,1,1,52,376
190650,2019-04-01 17:53:00,35,1,61,377
185030,2019-04-01 18:05:00,21,1,69,378
182664,2019-04-01 18:05:00,96,1,41,379
178613,2019-04-01 18:06:00,61,1,27,380
186562,2019-04-01 18:08:00,91,1,70,381
188639,2019-04-01 18:12:00,64,1,22,382
189503,2019-04-01 18:12:00,20,1,3,383
190325,2019-04-01 18:17:00,85,1,82,384
191327,2019-04-01 18:17:00,87,1,75,385
180708,2019-04-01 18:17:00,57,1,28,386
183108,2019-04-01 18:17:00,80,1,54,387
189066,2019-04-01 18:18:00,50,1,34,388
187714,2019-04-01 18:22:00,83,1,35,389
187325,2019-04-01 18:25:00,29,1,96,390
188666,2019-04-01 18:29:00,35,1,22,391
192610,2019-04-01 18:29:00,68,2,96,392
180587,2019-04-01 18:30:00,63,1,57,393
188621,2019-04-01 18:30:00,5,1,35,394
187783,2019-04-01 18:31:00,100,1,100,395
190284,2019-04-01 18:33:00,12,1,98,396
181960,2019-04-01 18:37:00,77,1,45,397
193677,2019-04-01 18:38:00,92,1,85,398
186738,2019-04-01 18:38:00,61,1,1,399
180781,2019-04-01 18:40:00,3,1,84,400
190492,2019-04-01 18:44:00,39,1,13,401
190798,2019-04-01 18:44:00,62,2,48,402
193269,2019-04-01 18:48:00,25,1,66,403
189150,2019-04-01 18:50:00,16,1,70,404
192903,2019-04-01 18:50:00,18,1,66,405
193639,2019-04-01 18:54:00,94,1,21,406
189812,2019-04-01 18:55:00,15,1,85,407
187098,2019-04-01 18:57:00,44,1,91,408
186086,2019-04-01 18:58:00,11,1,17,409
183362,2019-04-01 19:03:00,16,1,87,410
192000,2019-04-01 19:03:00,14,1,93,411
178594,2019-04-01 19:08:00,91,1,16,412
180320,2019-04-01 19:09:00,41,1,24,413
192176,2019-04-01 19:09:00,32,3,85,414
192865,2019-04-01 19:11:00,9,1,13,415
181011,2019-04-01 19:11:00,45,1,74,416
180518,2019-04-01 19:13:00,54,1,3,417
177994,2019-04-01 19:15:00,58,1,24,418
248184,2019-04-01 19:19:00,36,1,39,419
186180,2019-04-01 19:19:00,52,1,1,420
248185,2019-04-01 19:19:00,83,1,29,421
179681,2019-04-01 19:20:00,43,2,86,422
248186,2019-04-01 19:21:00,95,1,98,423
248187,2019-04-01 19:21:00,17,1,94,424
186782,2019-04-01 19:23:00,82,1,54,425
179518,2019-04-01 19:23:00,94,1,46,426
190031,2019-04-01 19:25:00,41,1,59,427
189276,2019-04-01 19:26:00,80,1,55,428
184532,2019-04-01 19:28:00,17,1,42,429
182816,2019-04-01 19:28:00,78,1,77,430
185588,2019-04-01 19:28:00,10,1,20,431
187099,2019-04-01 19:28:00,85,1,71,432
192023,2019-04-01 19:31:00,9,1,22,433
186029,2019-04-01 19:36:00,73,1,47,434
248188,2019-04-01 19:36:00,62,1,98,435
192409,2019-04-01 19:36:00,26,1,20,436
248189,2019-04-01 19:36:00,3,1,4,437
191568,2019-04-01 19:38:00,63,1,78,438
192979,2019-04-01 19:42:00,90,1,62,439
182505,2019-04-01 19:43:00,7,3,96,440
177951,1819-04-01 12:00:00,92,1,27,1
183322,2019-04-01 19:45:00,18,1,76,441
182946,2019-04-01 19:45:00,13,1,85,442
179308,2019-04-01 19:47:00,7,2,86,443
178656,2019-04-01 19:47:00,93,1,32,444
248190,2019-04-01 19:48:00,49,1,56,445
248191,2019-04-01 19:48:00,101,1,50,446
193675,2019-04-01 19:49:00,14,2,29,447
191390,2019-04-01 19:49:00,79,1,70,448
179584,2019-04-01 19:50:00,86,1,43,449
185789,2019-04-01 19:51:00,90,1,46,450
184402,2019-04-01 19:53:00,64,1,44,451
180230,2019-04-01 19:53:00,87,1,78,452
188409,2019-04-01 19:54:00,90,1,27,453
178936,2019-04-01 19:54:00,92,1,36,454
185234,2019-04-01 19:56:00,87,3,17,455
185540,2019-04-01 19:57:00,83,2,74,456
191628,2019-04-01 19:58:00,14,3,2,457
183572,2019-04-01 19:59:00,93,1,7,458
188252,2019-04-01 20:00:00,27,1,47,459
180849,2019-04-01 20:01:00,51,1,70,460
177773,2019-04-01 20:03:00,2,1,80,461
181418,2019-04-01 20:06:00,54,1,39,462
192573,2019-04-01 20:08:00,30,1,20,463
184188,2019-04-01 20:10:00,51,1,11,464
184314,2019-04-01 20:11:00,11,1,83,465
185493,2019-04-01 20:12:00,100,1,62,466
192068,2019-04-01 20:14:00,51,1,97,467
178470,2019-04-01 20:15:00,46,1,37,468
183950,2019-04-01 20:16:00,10,2,30,469
193741,2019-04-01 20:17:00,17,1,51,470
192249,2019-04-01 20:22:00,13,1,17,471
191071,2019-04-01 20:22:00,93,2,33,472
185937,2019-04-01 20:25:00,38,1,27,473
188427,2019-04-01 20:26:00,84,1,89,474
177044,2019-04-01 20:31:00,76,1,92,475
182274,2019-04-01 20:32:00,18,1,5,476
184790,2019-04-01 20:34:00,95,1,17,477
248192,2019-04-01 20:35:00,13,1,90,478
248193,2019-04-01 20:35:00,69,1,46,479
248194,2019-04-01 20:35:00,19,1,67,480
189322,2019-04-01 20:36:00,5,2,60,481
181361,2019-04-01 20:37:00,78,1,21,482
190383,2019-04-01 20:37:00,91,1,18,483
248195,2019-04-01 20:38:00,73,1,68,484
248196,2019-04-01 20:38:00,46,1,61,485
191386,2019-04-01 20:38:00,22,1,10,486
192051,2019-04-01 20:39:00,79,1,84,487
192713,2019-04-01 20:45:00,33,1,72,488
184665,2019-04-01 20:45:00,24,1,9,489
178712,2019-04-01 20:48:00,63,1,35,490
189334,2019-04-01 20:50:00,58,1,32,491
183024,2019-04-01 20:51:00,72,1,18,492
187902,2019-04-01 20:52:00,42,1,1,493
187895,2019-04-01 20:54:00,33,3,73,494
176775,2019-04-01 20:56:00,100,2,24,495
186955,2019-04-01 20:58:00,27,1,45,496
190864,2019-04-01 20:59:00,92,1,95,497
190549,2019-04-01 21:00:00,78,1,32,498
185779,2019-04-01 21:02:00,6,1,15,499
248197,2019-04-01 21:03:00,32,1,48,500
178037,2019-04-01 21:03:00,29,3,23,501
248198,2019-04-01 21:03:00,54,1,70,502
192992,2019-04-01 21:06:00,71,1,76,503
185175,2019-04-01 21:07:00,25,1,20,504
187607,2019-04-01 21:07:00,42,1,55,505
181477,2019-04-01 21:07:00,65,1,86,506
189719,2019-04-01 21:07:00,69,1,63,507
183118,2019-04-01 21:08:00,17,1,84,508
190643,2019-04-01 21:08:00,17,1,77,509
178526,2019-04-01 21:10:00,71,1,14,510
183253,2019-04-01 21:10:00,59,2,44,511
187072,2019-04-01 21:13:00,71,1,51,512
179515,2019-04-01 21:13:00,5,1,19,513
183811,2019-04-01 21:15:00,59,1,34,514
190575,2019-04-01 21:17:00,20,1,8,515
248199,2019-04-01 21:17:00,85,1,75,516
248200,2019-04-01 21:17:00,47,1,2,517
178983,2019-04-01 21:17:00,47,1,100,518
177268,2019-04-01 21:21:00,33,2,5,519
248201,2019-04-01 21:23:00,38,1,40,520
248202,2019-04-01 21:23:00,32,1,28,521
178151,2019-04-01 21:28:00,18,1,73,522
188860,2019-04-01 21:30:00,59,1,97,523
188393,2019-04-01 21:34:00,21,2,6,524
188967,2019-04-01 21:36:00,31,1,65,525
190073,2019-04-01 21:38:00,35,1,70,526
181298,2019-04-01 21:39:00,20,1,58,527
176626,2019-04-01 21:40:00,10,1,29,528
180431,2019-04-01 21:40:00,84,1,29,529
193917,2019-04-01 21:41:00,99,1,7,530
178653,2019-04-01 21:41:00,26,1,85,531
192580,2019-04-01 21:43:00,95,2,96,532
176956,2019-04-01 21:43:00,11,1,58,533
182652,2019-04-01 21:44:00,68,2,11,534
191142,2019-04-01 21:44:00,93,1,14,535
190952,2019-04-01 21:45:00,74,1,62,536
189511,2019-04-01 21:47:00,82,2,94,537
187670,2019-04-01 21:50:00,95,1,91,538
187479,2019-04-01 21:51:00,34,1,81,539
189412,2019-04-01 21:52:00,45,1,59,540
179816,2019-04-01 21:52:00,53,1,22,541
189564,2019-04-01 21:55:00,17,1,91,542
185786,2019-04-01 21:58:00,9,1,41,543
190225,2019-04-01 21:58:00,37,1,94,544
188099,2019-04-01 22:03:00,47,1,66,545
178622,2019-04-01 22:05:00,5,1,14,546
248203,2019-04-01 22:07:00,99,1,60,547
248204,2019-04-01 22:07:00,15,1,94,548
188570,2019-04-01 22:08:00,73,1,95,549
179223,2019-04-01 22:09:00,21,1,32,550
184178,2019-04-01 22:12:00,50,1,67,551
190947,2019-04-01 22:15:00,48,1,8,552
178128,2019-04-01 22:21:00,52,1,46,553
189119,2019-04-01 22:22:00,61,1,36,554
179971,2019-04-01 22:27:00,20,1,12,555
248205,2019-04-01 22:28:00,58,1,21,556
248206,2019-04-01 22:28:00,53,1,82,557
181542,2019-04-01 22:30:00,87,1,23,558
248207,2019-04-01 22:34:00,49,1,78,559
248208,2019-04-01 22:34:00,82,1,41,560
179872,2019-04-01 22:35:00,90,1,55,561
193538,2019-04-01 22:40:00,15,1,3,562
178390,2019-04-01 22:49:00,99,1,44,563
191291,2019-04-01 22:57:00,82,1,26,564
182237,2019-04-01 22:57:00,7,1,97,565
184796,2019-04-01 22:58:00,43,1,78,566
187900,2019-04-01 23:00:00,43,1,57,567
176803,2019-04-01 23:00:00,38,1,80,568
185644,2019-04-01 23:07:00,57,1,26,569
176753,2019-04-01 23:07:00,26,1,27,570
188416,2019-04-01 23:10:00,72,1,84,571
177454,2019-04-01 23:13:00,56,1,49,572
178420,2019-04-01 23:13:00,96,1,86,573
186883,2019-04-01 23:17:00,94,1,25,574
177303,2019-04-01 23:19:00,34,1,7,575
185590,2019-04-01 23:20:00,79,1,49,576
185906,2019-04-01 23:23:00,83,1,6,577
180630,2019-04-01 23:29:00,76,1,37,578
192853,2019-04-01 23:30:00,44,2,68,579
